Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
409.0,60.0,RL,109.0,14154.0,Pave,None,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1063.0,1063.0,GasA,Ex,Y,SBrkr,1071.0,1101.0,0.0,2172.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,2006.0,RFn,3.0,947.0,TA,TA,Y,192.0,62.0,0.0,0.0,0.0,0.0,None,None,None,0.0,8.0,2007.0,New,Partial
410.0,60.0,FV,85.0,10800.0,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2007.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,789.0,Unf,0.0,245.0,1034.0,GasA,Ex,Y,SBrkr,1050.0,1028.0,0.0,2078.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,8.0,Typ,1.0,Gd,Attchd,2008.0,Fin,3.0,836.0,TA,TA,Y,0.0,102.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4.0,2008.0,New,Partial
411.0,20.0,RL,68.0,9571.0,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,3.0,1958.0,1958.0,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,TA,Y,FuseA,1276.0,0.0,0.0,1276.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Mod,0.0,None,Attchd,1958.0,Unf,1.0,350.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2009.0,COD,Abnorml
412.0,190.0,RL,100.0,34650.0,Pave,None,Reg,Bnk,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5.0,5.0,1955.0,1955.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,TA,N,SBrkr,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,None,Attchd,1955.0,Fin,2.0,572.0,TA,TA,Y,264.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,1.0,2006.0,WD,Normal
413.0,20.0,FV,73.5,4403.0,Pave,None,IR2,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7.0,5.0,2009.0,2009.0,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578.0,Unf,0.0,892.0,1470.0,GasA,Ex,Y,SBrkr,1478.0,0.0,0.0,1478.0,1.0,0.0,2.0,1.0,2.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2009.0,Fin,2.0,484.0,TA,TA,Y,0.0,144.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2010.0,New,Partial
414.0,30.0,RM,56.0,8960.0,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5.0,6.0,1927.0,1950.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,1008.0,GasA,Gd,Y,FuseA,1028.0,0.0,0.0,1028.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,1927.0,Unf,2.0,360.0,TA,TA,Y,0.0,0.0,130.0,0.0,0.0,0.0,None,None,None,0.0,3.0,2010.0,WD,Normal
415.0,60.0,RL,59.0,11228.0,Pave,None,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1993.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50.0,GLQ,531.0,499.0,1080.0,GasA,Ex,Y,SBrkr,1080.0,1017.0,0.0,2097.0,0.0,1.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1993.0,Unf,3.0,678.0,TA,TA,Y,196.0,187.0,0.0,0.0,0.0,0.0,None,None,None,0.0,12.0,2008.0,WD,Normal
416.0,20.0,RL,73.0,8899.0,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1316.0,1340.0,GasA,Ex,Y,SBrkr,1340.0,0.0,0.0,1340.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,None,Attchd,2007.0,Fin,2.0,396.0,TA,TA,Y,100.0,30.0,0.0,0.0,0.0,0.0,None,None,None,0.0,8.0,2007.0,New,Partial
417.0,60.0,RL,74.0,7844.0,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6.0,7.0,1978.0,1978.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209.0,Unf,0.0,463.0,672.0,GasA,TA,Y,SBrkr,672.0,728.0,0.0,1400.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1978.0,Fin,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3.0,2006.0,WD,Normal
418.0,70.0,RL,86.0,22420.0,Pave,None,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6.0,6.0,1918.0,1950.0,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128.0,Unf,0.0,242.0,1370.0,GasW,TA,N,FuseA,1370.0,1254.0,0.0,2624.0,1.0,0.0,2.0,1.0,4.0,1.0,TA,10.0,Typ,1.0,Gd,Detchd,1918.0,Unf,3.0,864.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,11.0,2007.0,WD,Normal
419.0,50.0,RL,60.0,8160.0,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1940.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,312.0,Unf,0.0,444.0,756.0,GasA,Fa,N,FuseF,756.0,378.0,0.0,1134.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,0.0,None,Detchd,1940.0,Unf,1.0,240.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4.0,2007.0,WD,AdjLand
420.0,20.0,RL,65.0,8450.0,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1968.0,1968.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,0.0,281.0,1056.0,GasA,Ex,Y,SBrkr,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Fa,Attchd,1968.0,Unf,1.0,304.0,TA,TA,Y,0.0,85.0,184.0,0.0,0.0,0.0,None,None,None,0.0,7.0,2010.0,WD,Normal
421.0,90.0,RM,78.0,7060.0,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7.0,5.0,1997.0,1998.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,0.0,35.0,1344.0,GasA,Ex,Y,SBrkr,1344.0,0.0,0.0,1344.0,2.0,0.0,2.0,0.0,2.0,2.0,TA,8.0,Typ,0.0,None,Attchd,1997.0,Fin,4.0,784.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,11.0,2008.0,WD,Alloca
422.0,20.0,RL,80.0,16635.0,Pave,None,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6.0,7.0,1977.0,2000.0,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246.0,Unf,0.0,356.0,1602.0,GasA,Gd,Y,SBrkr,1602.0,0.0,0.0,1602.0,0.0,1.0,2.0,0.0,3.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1977.0,Fin,2.0,529.0,TA,TA,Y,240.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2009.0,WD,Normal
423.0,20.0,RL,100.0,21750.0,Pave,None,Reg,HLS,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5.0,5.0,1954.0,1954.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,988.0,988.0,GasA,Ex,Y,FuseA,988.0,0.0,0.0,988.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,None,Attchd,1954.0,RFn,2.0,520.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,2.0,2008.0,WD,Normal
424.0,60.0,RL,80.0,9200.0,Pave,None,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,5.0,1998.0,1998.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986.0,Unf,0.0,484.0,1470.0,GasA,Gd,Y,SBrkr,1470.0,1160.0,0.0,2630.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1998.0,Fin,3.0,696.0,TA,TA,Y,0.0,66.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2008.0,WD,Normal
425.0,20.0,RL,72.0,9000.0,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,5.0,1956.0,1956.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616.0,Unf,0.0,580.0,1196.0,GasA,Gd,Y,FuseA,1196.0,0.0,0.0,1196.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1956.0,RFn,1.0,297.0,TA,TA,Y,0.0,44.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5.0,2008.0,WD,Normal
426.0,60.0,RM,60.0,3378.0,Pave,Grvl,Reg,HLS,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7.0,8.0,1946.0,1992.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,651.0,651.0,GasA,Gd,Y,SBrkr,707.0,682.0,0.0,1389.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,2.0,Gd,Detchd,1947.0,Unf,1.0,240.0,TA,TA,P,0.0,0.0,126.0,0.0,0.0,0.0,None,None,None,0.0,9.0,2009.0,WD,Normal
427.0,80.0,RL,66.5,12800.0,Pave,None,Reg,Low,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7.0,5.0,1989.0,1989.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518.0,Unf,0.0,0.0,1518.0,GasA,Gd,Y,SBrkr,1644.0,0.0,0.0,1644.0,1.0,1.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,TA,Attchd,1989.0,Fin,2.0,569.0,TA,TA,Y,80.0,0.0,0.0,0.0,396.0,0.0,None,None,None,0.0,8.0,2009.0,WD,Normal
428.0,20.0,RL,77.0,8593.0,Pave,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,6.0,1957.0,1957.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288.0,Unf,0.0,619.0,907.0,GasA,Ex,Y,SBrkr,907.0,0.0,0.0,907.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,None,Detchd,1964.0,Unf,1.0,352.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7.0,2008.0,WD,Normal
429.0,20.0,RL,64.0,6762.0,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664.0,Unf,0.0,544.0,1208.0,GasA,Ex,Y,SBrkr,1208.0,0.0,0.0,1208.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,None,Attchd,2007.0,RFn,2.0,628.0,TA,TA,Y,105.0,54.0,0.0,0.0,0.0,0.0,None,None,None,0.0,9.0,2007.0,New,Partial
430.0,20.0,RL,130.0,11457.0,Pave,None,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6.0,5.0,1988.0,1988.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005.0,Unf,0.0,387.0,1392.0,GasA,TA,Y,SBrkr,1412.0,0.0,0.0,1412.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1988.0,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,169.0,0.0,0.0,0.0,None,None,None,0.0,3.0,2009.0,WD,Normal
431.0,160.0,RM,21.0,1680.0,Pave,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6.0,5.0,1971.0,1971.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387.0,Unf,0.0,96.0,483.0,GasA,TA,Y,SBrkr,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,TA,4.0,Typ,0.0,None,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7.0,2008.0,COD,Abnorml
432.0,50.0,RM,60.0,5586.0,Pave,None,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6.0,7.0,1920.0,1998.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Gd,Y,SBrkr,1088.0,110.0,0.0,1198.0,0.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,98.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,9.0,2008.0,ConLD,Abnorml
433.0,160.0,RM,24.0,1920.0,Pave,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5.0,5.0,1971.0,1971.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471.0,Unf,0.0,294.0,765.0,GasA,Ex,Y,SBrkr,765.0,600.0,0.0,1365.0,1.0,0.0,1.0,1.0,2.0,1.0,TA,6.0,Min1,0.0,None,Detchd,1971.0,Unf,2.0,440.0,TA,TA,Y,240.0,36.0,0.0,0.0,0.0,0.0,None,None,None,0.0,8.0,2007.0,WD,Normal
434.0,60.0,RL,100.0,10839.0,Pave,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,1997.0,1998.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,926.0,926.0,GasA,Ex,Y,SBrkr,926.0,678.0,0.0,1604.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1997.0,Fin,2.0,470.0,TA,TA,Y,0.0,36.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7.0,2008.0,WD,Normal
435.0,180.0,RM,21.0,1890.0,Pave,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4.0,7.0,1972.0,1972.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495.0,Unf,0.0,135.0,630.0,GasA,Gd,Y,SBrkr,630.0,0.0,0.0,630.0,1.0,0.0,1.0,0.0,1.0,1.0,TA,3.0,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,Y,88.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2008.0,WD,Normal
436.0,60.0,RL,43.0,10667.0,Pave,None,IR2,Lvl,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7.0,6.0,1996.0,1996.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385.0,ALQ,344.0,70.0,799.0,GasA,Ex,Y,SBrkr,827.0,834.0,0.0,1661.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1996.0,RFn,2.0,550.0,TA,TA,Y,158.0,61.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4.0,2009.0,ConLw,Normal
437.0,50.0,RM,40.0,4400.0,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6.0,8.0,1920.0,1950.0,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,648.0,648.0,GasA,TA,Y,FuseA,734.0,384.0,0.0,1118.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,None,Detchd,1990.0,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,10.0,2006.0,WD,Normal
438.0,45.0,RM,50.0,6000.0,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6.0,7.0,1926.0,2004.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Gd,Y,SBrkr,904.0,0.0,0.0,904.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,None,Detchd,1926.0,Unf,1.0,180.0,TA,TA,Y,0.0,0.0,105.0,0.0,0.0,0.0,None,None,None,0.0,1.0,2009.0,WD,Normal
439.0,30.0,RL,40.0,4280.0,Pave,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5.0,6.0,1913.0,2002.0,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,365.0,Unf,0.0,75.0,440.0,GasA,TA,N,SBrkr,694.0,0.0,0.0,694.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,1.0,Gd,Detchd,1990.0,Unf,1.0,352.0,Gd,TA,P,0.0,0.0,34.0,0.0,0.0,0.0,None,MnPrv,None,0.0,3.0,2007.0,WD,Normal
440.0,50.0,RL,67.0,12354.0,Pave,Grvl,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6.0,8.0,1920.0,2000.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Gd,Y,SBrkr,684.0,512.0,0.0,1196.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,None,Detchd,2005.0,Unf,2.0,528.0,TA,TA,Y,0.0,46.0,0.0,0.0,0.0,0.0,None,GdPrv,Shed,800.0,8.0,2009.0,ConLI,Normal
441.0,20.0,RL,105.0,15431.0,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10.0,5.0,2008.0,2008.0,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767.0,ALQ,539.0,788.0,3094.0,GasA,Ex,Y,SBrkr,2402.0,0.0,0.0,2402.0,1.0,0.0,2.0,0.0,2.0,1.0,Ex,10.0,Typ,2.0,Gd,Attchd,2008.0,Fin,3.0,672.0,TA,TA,Y,0.0,72.0,0.0,0.0,170.0,0.0,None,None,None,0.0,4.0,2009.0,WD,Normal
442.0,90.0,RL,92.0,12108.0,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4.0,4.0,1955.0,1955.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133.0,Unf,0.0,1307.0,1440.0,GasA,TA,N,FuseF,1440.0,0.0,0.0,1440.0,0.0,0.0,2.0,0.0,4.0,2.0,Fa,8.0,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,9.0,2008.0,WD,Normal
443.0,50.0,RM,52.0,6240.0,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1930.0,1992.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1078.0,1078.0,GasA,TA,Y,SBrkr,1128.0,445.0,0.0,1573.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,8.0,Typ,1.0,Gd,Detchd,1930.0,Unf,2.0,360.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2008.0,WD,Normal
444.0,120.0,RL,53.0,3922.0,Pave,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2006.0,2007.0,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,Ex,Y,SBrkr,1258.0,0.0,0.0,1258.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2007.0,Fin,3.0,648.0,TA,TA,Y,144.0,16.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2007.0,New,Partial
445.0,60.0,RL,70.0,8750.0,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,1994.0,1995.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642.0,Unf,0.0,273.0,915.0,GasA,Ex,Y,SBrkr,933.0,975.0,0.0,1908.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1994.0,Unf,2.0,493.0,TA,TA,Y,144.0,133.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7.0,2008.0,WD,Normal
446.0,20.0,RL,73.0,9855.0,Pave,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6.0,5.0,1956.0,1956.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1436.0,1436.0,GasA,Fa,Y,SBrkr,1689.0,0.0,0.0,1689.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1956.0,Unf,2.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,11.0,2009.0,COD,Normal
447.0,20.0,RL,137.0,16492.0,Pave,None,IR1,Lvl,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6.0,6.0,1966.0,2002.0,Gable,CompShg,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247.0,Rec,713.0,557.0,1517.0,GasA,Ex,Y,SBrkr,1888.0,0.0,0.0,1888.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,6.0,Mod,1.0,Gd,Attchd,1966.0,Fin,2.0,578.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2010.0,WD,Normal
448.0,60.0,RL,65.0,11214.0,Pave,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,1998.0,1999.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,930.0,930.0,GasA,Gd,Y,SBrkr,956.0,930.0,0.0,1886.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,10.0,Typ,1.0,TA,Attchd,1998.0,Fin,2.0,431.0,TA,TA,Y,89.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7.0,2006.0,WD,Normal
449.0,50.0,RM,50.0,8600.0,Pave,None,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6.0,6.0,1937.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,TA,Y,SBrkr,780.0,596.0,0.0,1376.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Detchd,1937.0,Unf,1.0,198.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2006.0,WD,Normal
450.0,50.0,RM,50.0,6000.0,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3.0,7.0,1948.0,2002.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331.0,Unf,0.0,318.0,649.0,GasA,Ex,Y,SBrkr,679.0,504.0,0.0,1183.0,0.0,0.0,1.0,1.0,2.0,1.0,TA,6.0,Typ,0.0,None,Detchd,1981.0,Unf,1.0,308.0,TA,TA,Y,0.0,176.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2007.0,WD,Normal
